20000 30000
10793 2534 -12732
7766 701 -10134
16904 18203 -5802
14049 3695 -2366
5016 4557 -14752
7134 10898 -8032
7047 16429 -14072
5287 8424 -7314
5562 4320 -5984
4894 1270 -7448
17612 8683 -4860
1731 14128 -3306
10775 7127 -19838
18822 7597 -16892
3 9345 12136
6681 17195 1736
1011 9686 -2408
3853 1759 7152
11012 1174 -11236
3358 7532 4970
13691 2148 -10794
15859 12477 13528
11357 19216 -4248
11184 10531 -10870
2964 3111 -1484
5273 5429 -3954
9984 16168 15506
12282 11972 -2368
13536 15492 -18948
7966 14201 7688
7599 19785 -7116
15273 16186 10234
7409 11831 5220
16700 140 -18222
6790 4175 2636
1481 747 -15066
7091 7566 -3214
14562 1966 4428
7753 446 -3936
11716 3117 -16020
1236 5323 -6464
1842 11497 15832
12687 2593 4304
8540 10184 10988
4438 13818 -14748
1150 14204 -8482
18766 3461 -9046
16391 11213 -6412
6840 19791 -18748
6240 9255 -12096
14633 9430 -818
11979 12375 -10318
9569 16133 13800
16408 18840 -8184
759 3128 3832
8570 3200 -14670
12750 15218 7384
12553 17589 -3406
6932 2824 12448
9968 8391 7512
9949 7695 -15372
5686 17418 1878
5069 2260 14676
17003 15776 -8816
4730 13127 -13494
7193 11380 18468
3368 5112 -8058
6538 9212 4812
10857 18109 -6994
1828 782 -4258
16625 3387 -7884
1161 3097 -18180
19060 5668 -7918
5948 18523 -2740
5963 6698 4396
18492 2668 -7168
4215 6457 -1248
14099 12469 -17924
4022 18516 -17100
7211 12269 -6676
14602 3268 -498
13893 6101 -16210
10845 8934 -3106
2573 9796 -15438
46 7376 -3460
14422 15971 -4584
4547 1287 -4454
11912 2706 3364
1498 17447 -17594
11979 5344 4948
3503 2167 17174
17800 7202 2662
3495 2929 -1762
38 11857 5406
16916 14308 11730
3390 432 1962
1435 16654 -18970
8965 2606 -8946
8997 1901 -5130
6364 13306 -6554
8946 11794 -16122
2397 11530 -13434
14488 123 -11536
3854 5637 18508
6227 18978 -14010
6835 10373 -4298
15417 2269 -18424
315 2739 -17724
16305 5485 1634
12476 11472 11596
4499 3972 -19660
9629 7939 15716
10112 8940 870
4759 17504 5038
17818 2526 -18310
7261 2473 11616
15002 189 4100
16168 9655 -1226
11163 2326 -9602
9298 2127 -8240
5457 3932 7916
8854 1198 -8160
9863 8268 15652
15868 14411 -14886
1239 12259 -5530
7782 4582 -14960
10332 4466 14302
13628 4386 -11528
10476 8133 3622
8185 1584 -66
17654 15495 -7286
8055 19708 -17950
4647 14406 -16150
2565 1595 -14860
6326 1975 9738
12971 12394 9870
9736 19901 13132
7184 5726 -15166
17873 7251 -12844
3761 11252 -16664
12028 8748 -9570
9458 3494 -3204
7548 11277 -14118
17076 13575 17798
7922 12191 4348
13228 19329 16686
14262 7575 -3630
19185 2782 -19800
5597 9060 -19152
739 7179 7312
2133 18557 -7402
688 624 4708
11306 17066 -12356
12162 4472 -566
11189 19104 -3140
18050 5722 872
11524 7550 -9602
5744 4162 -10402
11133 8789 -2646
17084 4110 2284
6309 1538 15294
237 13973 -5208
18323 5213 -15756
10803 6491 5810
831 3599 5066
6995 19864 -9320
6819 2247 -14740
793 30 14000
12555 11341 3092
15051 10078 -12380
17931 14115 13314
6838 18760 -7078
15057 13200 10432
11053 7854 13056
2986 10024 12376
2090 5073 -3256
4088 3893 11712
8444 7023 4126
4970 7049 -4328
5283 29 14716
6416 7581 -18832
66 19031 -14886
12522 18739 -12336
16219 5133 -1326
5533 13034 4712
104 12373 -8514
11504 7179 -18292
6484 13769 12218
6118 16376 11862
9113 2364 15476
367 1478 11622
14998 14924 630
6591 2943 18586
2489 10546 11194
6068 3208 -14302
9288 8655 1732
18259 7206 -4778
7648 16730 -10012
7574 10689 14602
17006 18522 9124
852 9994 -4084
6011 12350 7370
13503 934 -10304
3042 7207 842
12487 11503 -8584
16100 7072 6726
17557 4557 17370
14614 4409 -10154
8939 1478 4128
10465 6690 2030
2509 2283 17338
7978 7677 -4150
4394 5057 -8398
11675 2739 -7230
3250 13617 -10786
5129 8670 -824
10595 9042 -6054
7328 19997 14256
2610 16132 19652
9865 15342 -17978
9142 10955 9182
7612 5228 -15484
3241 4252 -12994
6018 5459 3012
3249 15602 -1172
3219 7201 2916
3729 14464 1860
6446 3664 5258
17273 4932 -5828
2083 11319 -17020
11593 19040 -6894
8707 11157 -15334
6140 812 -11096
12088 1045 5602
15812 18611 -19968
10734 1001 -13590
5462 8195 9786
16272 10709 -8258
14933 1203 -5802
2000 14102 2208
16002 5098 -14448
1328 11251 3278
5529 14678 -17880
9021 8885 19330
6051 4358 -214
390 11800 -12616
4933 3150 3244
12371 4794 -11528
17683 17788 -2744
3233 2025 -18866
7921 16899 -7914
6840 16931 14968
9835 8142 -15164
7631 299 2752
1892 2512 -5274
6200 12124 -7544
16947 2101 -10334
5462 19417 13014
5761 4028 3914
11774 13142 -9742
8875 6655 2862
13461 4265 -10516
9874 2714 15284
400 14537 10176
12058 2539 -4652
1755 9787 4192
16627 3651 -11090
12688 1478 -9238
5783 19683 -5902
8840 11523 -15912
15714 9970 886
9009 17217 16920
310 7001 1468
12291 11512 -7826
452 5697 2706
118 3742 2712
1332 16837 -5564
7708 8445 -6356
5115 10979 9390
16466 379 14480
6725 11295 2720
8132 11023 -3064
7558 6017 8944
923 1950 19712
17021 2200 -6532
4554 3856 10580
2616 10873 -14836
16240 4639 14256
9853 6046 752
8696 13331 10432
16094 8084 -8410
10254 2872 110
3649 1360 -16676
5005 12168 13512
19274 6344 -3038
8462 5804 -8056
14823 2175 -14206
12700 4553 -5710
1028 12622 -19458
16545 1365 19000
3137 5318 -5996
11141 3781 1796
17427 10084 -14290
12271 10130 -15122
5629 9387 18006
3826 8939 16766
5320 7941 -19670
12300 9264 13048
12532 183 1970
11349 16411 -1714
13803 15495 -16940
4412 2839 -9214
11922 4306 3344
4321 11914 4686
18793 5622 -13438
5577 10743 17808
2949 19267 14194
10438 15379 -1868
1405 5936 -15520
1475 6036 19374
7336 19303 -12094
8849 7430 -12142
10270 4578 -3450
6199 1104 -19986
10065 976 -10250
12772 362 -15476
11881 9313 -12406
6675 2647 10848
13850 512 15714
19058 14741 1864
14639 459 -20000
12666 15855 14662
1260 3558 -19764
6110 3248 -590
14529 4446 -12820
5827 2529 2640
10001 1017 2828
85 19044 -11154
7643 8537 -17378
4855 12162 4754
8763 2259 -1182
5704 937 19022
12398 18771 4362
9547 5671 2174
3441 18127 -2934
3311 14735 -17778
1138 10682 15356
8058 7816 9238
6682 15654 9368
11867 1389 15436
16715 15213 -10924
4647 5427 -1104
14572 1991 2954
16603 5322 -12740
4378 8123 13466
13874 244 13600
1717 9302 11884
11185 13993 19556
3942 9149 -10980
6233 8834 -15494
10059 13830 3362
9718 3802 -17838
9164 9394 896
5201 17068 -5822
81 8570 15692
9516 14430 -942
11172 16251 -416
1125 17413 -18642
7434 11673 850
7202 762 -13906
13781 12982 -3168
10863 3310 16216
2562 15568 13576
5230 3231 -7780
6460 12095 -10812
8149 10147 13554
186 2317 -6466
13062 7416 7740
184 3459 -7856
2182 12904 12422
10708 12313 -3108
1024 9909 -8816
5625 967 -5482
13141 14163 -19352
7167 13558 504
13547 15735 5424
2281 7866 20
6869 2397 -11530
17317 313 11628
14734 15869 -2300
1403 18134 5642
2966 15909 1732
5874 4970 -8074
4479 18605 19712
11314 28 19858
12096 1284 17950
19110 8090 -6718
2726 10566 -15084
2900 6833 16380
7022 5560 14460
7903 12164 -3628
532 12613 -10066
3408 12372 5534
6124 10506 -1288
18816 10024 -4080
11679 6005 5224
9549 8738 -16334
8372 10850 1038
2566 228 3932
3519 10236 -2360
2069 17356 16748
4485 4366 -1334
11563 7604 -18702
8462 6627 5038
14912 14679 -7848
4518 15214 7046
7771 16172 -5444
3260 19750 -6054
13925 11316 11362
7034 1058 -418
15159 7091 -8022
10736 3068 -14374
1598 17762 -5758
10116 1495 -5136
6920 17794 18442
5126 12840 -6142
19418 5793 5446
1245 7247 -6264
10214 12798 -10846
19941 864 -2326
7721 6744 1262
11476 11056 -15578
1192 1555 18628
4641 11005 16608
9507 17866 5384
5766 18479 16420
7533 178 16620
10705 708 -12572
13849 12884 -6912
15774 15678 -19130
5259 3468 -14380
8306 8596 -5794
11775 5835 -7998
5295 3027 -16746
16440 11759 -6266
6492 2576 18710
1048 11508 -5370
15440 19322 -2760
9463 5793 -7036
11299 3566 -6292
2564 516 116
17240 12189 11402
4197 5659 -2990
12113 6944 982
4328 5977 5236
12794 16529 -4884
18628 11656 -17264
15427 10850 4296
6813 184 -16312
18178 5093 7730
10374 10782 3928
2657 7109 64
570 1289 -6298
12625 4070 -18468
7517 5468 14098
15010 4699 -13904
7301 13457 -15026
405 1653 3020
11074 10757 -1396
9727 291 15804
1239 16239 18530
557 13069 6020
612 4669 -8044
10262 7478 -2064
3759 7961 -16256
1501 6639 -11174
10418 12418 -13556
4099 6451 -18504
10201 3063 2708
5517 10544 16048
5132 12173 -2556
1371 4039 408
19231 6944 -9156
8614 8676 -4246
12966 3913 17430
4617 9280 -16538
13553 17172 4818
19056 6956 11690
16862 12466 632
10061 9332 3394
144 15066 9164
5606 7421 -9908
7232 2002 -18538
16273 3212 7944
13313 12220 3414
18779 15314 5136
8599 12249 14190
14638 342 -15726
9167 8736 -13022
19986 4148 -5986
16918 59 -14112
63 6442 -16156
10528 1416 -8698
10328 4776 -4866
6310 10255 19086
6980 8060 -10322
4093 2861 -15786
12709 4346 1990
5394 7397 -7248
17562 1220 -9724
14395 1239 -1550
13459 712 8412
3633 552 3560
4698 12074 7946
1038 18304 7720
18846 336 -2644
659 7157 -9436
14063 6133 -8578
2928 7722 -16118
16061 10334 -18406
11759 14394 14128
18460 10100 -10592
12142 9599 -6080
33 5456 -16124
8011 16594 15628
718 8429 -11852
1972 12200 13740
17356 3276 -14224
429 4032 4168
10205 4166 754
4185 6128 -19534
4403 8708 -11124
10433 395 9112
13098 9586 -1848
4684 5786 -1506
4567 5863 1440
4939 9370 2546
14196 12798 -440
12160 8031 14196
12320 7755 2246
3919 6384 -7390
3226 11355 1834
6422 3309 -11380
924 6041 -3986
9790 2730 738
1720 1998 1654
5641 6205 15784
1111 1145 -4032
6051 5335 368
4636 7830 8652
3039 3221 -19828
1147 6463 16426
2190 12631 -18772
13737 92 9876
10542 1310 1942
17290 11190 10572
5055 3799 12458
1519 12449 -10448
12268 8646 408
5946 5291 -14802
7735 2283 -7922
10377 292 -5564
18587 888 -8018
113 540 -8956
9339 4877 -5534
279 8882 -14756
1907 10394 -4712
18466 11938 -19558
6122 3254 -8272
15164 339 -1936
2354 15497 -8052
14759 18171 -12464
897 16476 3670
8571 4529 -2854
4929 1297 1302
8670 19452 15124
9931 18763 12258
3790 491 -9398
11240 15087 -16914
2377 14775 -17896
13038 5799 -13658
13352 7899 -19008
1396 170 -6008
3521 13993 -1012
8531 3392 13784
10988 18596 -12854
14695 559 -19780
3163 9703 4562
8597 8567 -930
2573 6463 -16912
14080 10957 7244
14015 6472 -3654
5677 5649 1970
14728 17959 -15436
8076 13873 11080
14597 1781 11320
16477 9561 -14158
18655 10530 -9716
11789 5507 -5212
785 11920 -6690
987 8636 -10120
16823 16147 8338
7913 1184 -1268
8240 8291 14224
16352 9407 -17478
8372 8221 -11836
16565 3674 -1794
403 5482 4288
4657 16963 790
4244 19354 7604
2114 9453 -13786
10636 1826 12388
3404 541 -19848
17290 1372 -12596
9672 15363 18032
15335 4882 -16722
7126 16687 -19098
1756 2786 -12682
18962 10539 -1246
9995 1306 13128
15684 9419 -10788
7839 3167 -7198
12522 12214 4918
1202 5243 -13246
1992 4874 15140
10354 11527 -11402
19973 6003 -9682
16357 4263 -1064
7038 2376 17140
10873 18395 -19508
849 3371 12660
8764 2506 10268
9399 3266 -5896
15323 3574 4962
9854 8319 -12252
9236 7737 -2888
15429 1555 -11012
3006 344 14424
6602 896 2358
18930 1977 11104
10535 12203 2866
11169 9970 11368
3089 6640 13702
2136 12593 -5806
4054 11729 86
19130 4786 3356
9235 3736 18610
7845 6100 -2110
8592 18011 7686
19570 2192 -8700
11015 7274 -14984
18386 3241 -6948
6789 13356 -16752
8574 3994 -6284
18560 9176 3270
4555 13340 696
7615 6190 -7724
8032 14941 15416
16607 11029 5264
2155 3978 16018
6871 6960 -38
6878 16148 5130
12537 7146 -8588
443 19241 9346
1653 13153 -4636
16033 3861 -13748
2505 12956 -19258
15244 1365 18358
8391 19470 -10482
18448 5849 -13562
10008 19869 10412
17235 1794 -14554
12869 2073 -2206
18030 7147 -15660
12299 9583 -8456
6917 8765 9940
8707 7867 -11088
14386 3412 -4702
18381 2209 -2176
9716 16229 13688
6744 6652 16488
8869 11462 360
4606 6851 -10512
2728 16906 14016
14734 6480 -2900
12706 11879 17370
11163 18892 -17620
7458 3043 2570
2219 9621 -17614
7754 5567 6570
6384 1071 -7648
15309 1078 -5802
8638 7754 -4078
517 3429 -1100
12763 7514 3800
7878 5442 -16830
13389 10866 4008
768 5063 -188
6273 9519 5856
4783 12657 -10374
5086 1578 -4960
7971 120 13374
18678 11174 -14128
12942 3868 -17150
18468 9031 9816
18578 12509 -1752
2888 6819 -16784
8811 14494 -10600
7276 403 3702
4167 18490 -17202
5101 16917 -6458
7018 8861 16126
9671 15690 -10950
1614 3130 -498
8494 9263 -10952
11206 13398 -6940
4697 19537 -6688
17154 190 -11582
7923 16554 -1894
1775 7176 7978
19747 10679 -15060
18727 7592 -10500
11024 1082 -17908
1861 18178 6936
2893 10446 9872
7399 8615 15166
6064 18832 -9328
11157 10512 1098
17912 17227 -12362
6097 5892 -17482
3808 12497 -14686
4628 2019 -10056
11555 9245 -14750
15982 5581 9842
14206 150 -3054
1083 13217 -6558
2875 19947 2564
10246 5569 -14828
19618 6948 -13732
1602 18092 784
3719 10962 -13994
9652 5533 -1454
8781 3212 17274
10464 10902 1860
6964 13693 -7954
677 9318 -2518
3057 3493 -10878
1954 741 -3274
6973 13445 12122
2743 7640 -6436
8896 12105 -14530
5706 17410 18184
17343 11436 -17804
6607 3085 -10146
25 3310 -6460
7178 2056 -2814
10844 1525 -3328
7036 8817 -10666
12207 11911 -9206
11617 11626 -12916
2797 1318 -4612
6731 17412 -17322
2140 9210 7742
885 17861 -3236
2349 17409 -15678
14186 6161 -16434
2342 1347 16548
8562 9863 4088
10370 13791 16918
6913 10958 6472
15024 4169 4652
3939 4799 -14804
12654 7502 -15998
4846 1556 -10406
4035 127 -18170
942 2566 18748
4183 3021 -16138
10913 7265 -5526
10909 7966 -16324
5205 11118 4454
16979 13766 3790
3128 10603 16024
18298 6402 -19190
7627 426 -19886
6423 2220 4732
6268 19240 -15296
1729 18371 1082
12116 1950 -19190
514 8725 -7724
699 8187 7788
2354 12308 16566
4160 12039 -18186
4356 11546 -6354
12135 8576 -4270
3310 12577 -9694
9609 1677 -8490
13748 9484 -11406
12655 16219 -1210
11303 229 -12172
5227 12679 1778
19506 17786 4220
4444 11197 -12748
14953 12746 5330
17188 2318 18778
13817 929 -7510
14896 6775 -18342
4104 14214 -4194
18445 17383 -5226
8392 19826 4414
6395 4868 -11138
6283 10098 -12458
6680 19179 3048
8018 10699 -344
6494 19730 1062
10040 588 -5908
554 8984 -13640
19908 7151 -6418
1795 8368 3794
6721 9711 -6820
11323 5724 -18982
5047 6120 15868
6332 8541 10032
10127 3730 -14908
6636 10016 11642
7638 13502 -2888
988 7920 -2534
2670 8351 -12354
6184 2963 -11496
3312 15224 6564
8756 9923 1798
15161 17013 -15820
7262 2777 -4222
12034 7411 4136
15151 2853 18504
5798 12545 -12804
3742 16979 -11574
19294 1249 18430
19472 2911 -11970
4692 10168 -4112
13139 9423 3584
15392 2981 -14666
10410 9606 -618
5651 8440 4096
13121 10962 -16730
210 11852 14298
4928 1634 -9546
14963 1184 2132
14911 3620 6252
13917 5837 7040
6495 2366 -8316
9969 6381 15770
14934 3708 -3928
8243 12420 11112
16409 4272 -7918
544 2935 -19674
14299 8205 -16952
11962 17644 -3506
1187 1866 -15970
8884 2347 -8126
14250 2609 9426
12026 7324 -3262
18225 11874 -19070
8755 8363 9234
6564 18420 -1128
3978 4708 10188
561 11454 -10572
31 16259 3226
7018 10340 -18384
6295 14184 18798
3846 18723 12986
5662 7438 -19924
12602 6071 -4436
9718 3452 8722
17159 14079 2978
9868 1608 -276
5065 14972 5398
9868 9473 -13228
10583 9973 -15368
8068 14997 -19086
5763 16485 -16290
11611 17215 13856
10118 9320 4358
15913 4723 -2204
12415 3157 6048
13486 9283 -634
8999 7435 6466
1083 12059 -5686
1511 18726 13710
12616 17147 -5798
11540 1960 846
11159 18750 -1888
5703 11198 -14542
458 3120 -4670
9632 6479 -7896
12783 158 -3138
6899 7346 -8350
98 14436 9748
4187 16576 -15960
5132 2187 -7202
16990 2586 2102
4379 11789 2728
11659 635 -17156
9344 1919 7684
3512 8022 1224
10178 2160 19454
8361 16008 -3054
9264 19356 -1720
4073 3873 5988
7351 13218 -634
2906 1602 15004
6816 6980 -3336
5580 1973 -6148
6580 2939 5564
11632 5832 19400
609 19449 -5396
8718 8254 -5006
9281 10236 -7990
2241 9895 -1166
3384 15223 -14048
5574 5315 -7492
857 18979 -2414
18374 12097 -13990
12017 1808 7878
18999 3473 -13784
14294 11820 -11438
4374 8578 2214
3171 7495 11176
3908 3369 -5168
6659 683 -15952
7684 15684 12246
196 1454 3830
6356 1901 -11310
6531 9063 5984
13847 7648 -14030
9456 11492 6118
15495 10982 -3258
6013 6586 -18196
2185 18231 -1066
13013 13193 -9980
7192 7256 -8896
13675 17383 -6690
12482 2113 9492
7298 9605 -19692
11475 554 17464
4994 18458 -6906
6454 10230 -8644
656 18105 -18848
2585 7344 -5680
2020 6214 -16352
18173 6714 11342
16017 11299 18840
15666 6715 -17082
14979 11132 -6620
11697 14062 114
7288 14136 -17690
8082 16643 -16856
17112 40 352
9454 7283 -8720
8 1917 -19006
3408 13618 3732
357 3025 -748
12997 11361 16618
6561 18023 -3822
7139 7860 -18002
7014 112 -14590
6945 3657 3856
9415 12180 4098
2814 2269 9494
19038 18000 13900
478 8710 -15202
3604 5770 -9646
5261 11643 14172
2208 904 -15858
2727 4139 -10868
13601 13487 -10378
5201 6013 6530
10685 245 -18770
4752 9352 -7026
13200 1064 -6734
8249 4003 10474
17677 27 -15558
595 7230 -17336
17244 17302 -4252
5602 519 16214
9249 9854 16638
17967 1989 -3578
581 5646 -16596
7920 19308 17180
4839 4572 -9826
6398 443 -4172
310 11417 5370
1389 18533 -18530
3230 2062 13228
12981 11311 86
17177 15916 12708
1314 11432 -13376
9052 1983 18944
13090 17902 -16572
9565 296 584
11605 9748 -13018
8733 396 -12274
7073 7757 -9254
4069 12565 -15522
15682 6016 -1880
11439 5661 6342
4352 3511 5942
8436 9530 16016
18684 12678 18696
1755 11331 -5852
373 19000 11826
15927 1536 -10224
19270 7663 -8274
118 4658 -19896
11676 3979 -15406
9491 17769 -13708
12142 4863 7202
19432 5185 -9260
18390 2368 17478
1584 11851 -7218
41 9764 2170
5755 1312 -15876
13406 7409 14434
10789 18738 19136
181 6330 220
2216 4954 -150
2477 8359 396
5 17525 19290
15723 11586 11124
17150 3596 -3320
14481 17288 -9730
7177 8600 -6294
10947 3523 -6552
1619 9860 -5342
7786 803 -17734
10752 9122 -17250
18574 17984 7698
12207 7102 -2378
11974 10333 5060
16980 6783 -18864
2958 15421 -8262
17814 11931 13272
3614 9022 -9708
12606 5561 -16406
11928 15755 -15218
11094 10499 -5958
19184 3767 -14568
4876 915 -6284
5613 12891 12950
17266 8189 -10478
17854 5111 -8284
6064 1095 -12618
14230 16002 -9618
11565 1869 -19542
3207 3502 -17814
16780 10305 -3706
5055 4073 -5568
11290 14349 -18690
5 14912 -15430
9085 5307 13732
7157 18680 5882
12003 11279 -15730
18919 2989 -10130
9221 7995 2902
16258 10850 13258
12951 19666 14390
6576 3936 -11408
15004 9354 1916
7849 10387 2698
6009 9155 -19826
9200 5142 -11870
8569 9046 2406
4766 7961 -19830
7206 7127 -3976
6754 12688 -14424
2012 17547 -17040
9064 4337 312
11942 19814 -14786
10950 7676 -15538
12448 4173 17048
17593 9363 10658
8758 18186 4072
10464 1408 5772
12031 7321 -1768
8525 10175 12520
15252 11417 -7016
1361 5545 -7172
11621 8990 12152
13154 1065 7608
5932 13919 -11880
11604 6802 -16626
6232 86 -3148
6200 2 -9210
8355 3232 19518
7036 10455 -2556
1287 2441 6782
18665 1225 16446
13953 15181 -19522
7692 60 -9624
12562 1700 -3796
11211 4689 19204
6691 14852 -15042
9079 1049 13316
9467 3798 -3580
4419 6259 -15832
14241 17486 17078
18522 17320 13082
7307 9197 -18732
1772 4695 16350
16349 12275 4742
7639 14450 5152
5414 1423 -14450
13225 6814 -11272
3116 8289 4874
12307 11414 -7824
3571 10074 19362
1992 8596 -13350
5993 10845 -17868
4563 4634 8
38 5184 -18804
11800 10995 -14474
4823 1129 -9816
1458 6678 19004
4880 9981 12470
4460 12538 -6910
17142 13367 -18676
12295 12798 -17424
9736 1276 5264
8400 17455 -15758
10122 10029 -19674
6293 2736 -4588
8635 11274 -11620
4620 10354 -11670
7687 4634 -7052
13650 14366 -8104
2865 6040 6616
10711 10660 18498
10273 11831 -3966
9629 6430 14110
13889 5047 7236
14942 6742 432
1427 12194 -702
15514 2639 -3582
19448 1296 -15736
597 11094 15688
9357 12632 7334
10384 9326 1666
3621 3426 11204
7485 2807 -19660
5314 12914 -10574
16805 2297 10494
9224 7423 -11860
184 9791 19626
914 1697 -8740
1273 15075 -19214
7931 8713 16352
105 4662 4002
3349 1932 -10332
992 15705 -6494
6784 14121 -2564
5871 8429 3544
10153 13322 -13728
19524 12339 -11546
12813 4945 7614
12292 15469 -16974
317 3579 674
8858 10142 -13876
7188 16148 10066
11537 10977 202
17085 5548 6348
1700 10344 -6302
471 770 -16336
8948 2854 -18084
11104 1292 -17822
6440 19533 -10782
1612 16104 -8142
19670 8593 -3200
6928 13608 9642
6447 2 -210
10125 12584 2736
11654 8512 14052
1561 7790 3006
14913 7103 18640
12226 6229 19020
7674 12229 15938
15893 2368 -11032
894 10417 15006
2674 2833 7260
1255 12752 -17898
15383 6583 2230
5024 8064 524
7111 8747 18162
16127 10811 1374
2550 13499 -6566
8208 12669 -18612
9696 723 17152
5003 17819 11272
6555 14177 -12104
711 2160 5844
13949 2017 19618
6665 15877 -19090
3502 9508 9796
16647 4512 17238
4613 12102 -3638
10728 2335 19666
19965 18695 4374
19576 15619 2096
8667 14608 -17214
7810 11784 11922
9549 7402 -10616
18695 7880 -2008
14338 15588 404
11097 41 -4388
12038 17515 -16822
1308 3587 9770
2862 6871 -6502
15510 8093 -2770
185 16447 14776
10460 17945 628
18637 10030 -13026
8126 11806 -18994
